Game_Hashkey,Year,Round,Team,Opponent,Ground,Team_Result,Disposals_diff,Kicks_diff,Marks_diff,Handballs_diff,HitOuts_diff,Tackles_diff,Rebounds_diff,Inside50_diff,Clearances_diff,Clangers_diff,Frees_diff,FreesAgainst_diff,ContestedPossessions_diff,UncontestedPossessions_diff,ContestedMarks_diff,MarksInside50_diff,OnePercenters_diff,Bounces_diff,GoalAssists_diff
ee7e726f8710ca0b623dda1a9915bc1dd816112a3c7ede5ea293a4941601ef2d,2006,R15,RI,ME,M.C.G.,0,-35,-28,-21,-7,-12,-18,-3,4,-2,15,-1,1,4,-38,-6,-4,-9,-10,0
15aa8e6b1401dd2742db80e51da1c061940be72fabe561747cdc3702f118ad63,2006,R15,ES,SK,M.C.G.,0,44,4,-25,40,-11,12,15,-8,15,-2,4,-4,1,30,-8,-7,-12,-5,0
abc43a0f75db51dff2e469b81338adc1265348e31b6f08d86de1ab3b9db96ac3,2006,R15,AD,HW,Football Park,1,61,20,9,41,-6,6,-3,7,-10,-6,-2,1,-1,50,-6,4,12,20,6
f96cdfc74e9d7d462d804ec0081067a6d211eff8175a4efefcd11d2eb2aa775c,2006,R15,NM,BL,Docklands,0,50,41,50,9,3,-8,-3,0,8,-6,10,-10,16,33,4,14,14,-10,-3
b7dfd6d917260eafbb8867b78841544e3ed8aca5610025b6928f129a82288d45,2006,R15,WC,SW,Subiaco,1,54,4,-17,50,16,-6,-6,4,0,-8,17,-17,30,19,-1,-8,1,-7,-1
27f93213b4bfba802189c4c0b9dca6394b23bb4f1944d8c0203003e2e86c0def,2006,R15,GE,PA,Kardinia Park,1,-3,4,-15,-7,-4,-11,-10,8,2,-8,9,-9,25,-32,9,0,0,-2,0
7ee2db9f90c6a24328b6f0ae4968cf094c686890ddad115a21d25bf352186d34,2006,R15,CA,WB,Docklands,0,23,21,19,2,-13,2,-1,-6,2,5,3,-3,8,25,1,3,-9,-27,-1
27477651eddb78bea034ba4c3d9886b4c66de101dd836f921dc08a4062b45f3d,2006,R15,CW,FR,M.C.G.,0,-26,-14,-24,-12,-13,-7,-8,1,8,-6,8,-9,15,-40,0,0,11,8,0
149afb00a5a257f4701dafb45c52de5210a523747a96c77e26f18139ae79989f,2006,R16,AD,NM,Football Park,1,-44,-44,-65,0,7,-5,-12,16,3,-12,4,-4,8,-51,-8,-1,7,11,6
e463f8dd98648b195d055a3838362f54418b8f7362d7e6ce299efb33fca670cd,2006,R16,CW,WC,Docklands,1,26,49,29,-23,4,13,-5,11,1,-6,5,-5,-5,28,-6,2,15,-2,8
e788d469ae918e42533ca6834b833f566c3d44ce895beeec012c3a54db422d89,2006,R16,BL,HW,Gabba,1,45,31,15,14,13,6,-11,13,4,-20,14,-14,15,25,1,8,1,5,1
caf275010d67e122493536329d37aa39cf3fad25c7e92344377817178f4d1ac4,2006,R16,SW,RI,S.C.G.,1,16,16,7,0,1,6,-2,11,12,3,-2,2,16,1,5,4,-17,2,3
c0b65ef6cc88fe23ffae4fe5e4c73850ae9f394331a89ade14f8332c60356290,2006,R16,SK,PA,York Park,1,0,-3,-9,3,-11,13,-10,12,-7,2,5,-5,0,-3,-1,-1,10,13,1
9da5a3a0d5923592098d8ceb4348338e2c91f2bfcac58de0715a249c268e8651,2006,R16,GE,WB,Docklands,1,63,60,47,3,-8,10,0,-1,-7,8,-8,8,38,33,14,9,-30,-43,-2
82b3e8e26a21c55257a25a1fd529a961f1287dfd0d57491d9387f215dbe25f9d,2006,R16,FR,ME,Subiaco,1,45,21,15,24,8,-21,7,3,-10,0,3,-3,7,37,1,-3,13,7,4
26187c291221b844229a3ce81a2a0a18befafbba1dc1f09895c6d13064f76225,2006,R17,CW,HW,M.C.G.,1,72,58,27,14,-8,28,1,3,11,-1,8,-8,27,37,8,14,21,12,7
668ab6fb40698db838ad7c506dbf1caf8dce3614d5e7b5092bff8db112c9b6f1,2006,R17,SK,RI,M.C.G.,1,81,37,28,44,-12,-10,-9,23,-6,-3,-7,6,17,65,5,14,21,12,11
d9cb8cfe1007bd9f6af7cb6244560345a35963d12a762d727d822e2d72d9abb7,2006,R17,WC,AD,Subiaco,1,115,48,24,67,-7,8,-5,13,12,-2,3,-3,25,99,2,9,6,4,11
62ab515bdad88ce24e38aa32325601eb4159d3ad896853e842456a68f8811b33,2006,R17,ES,BL,Docklands,1,98,76,68,22,-10,-25,16,-3,-7,1,5,-5,15,83,2,14,-10,-21,7
747c08f4f55e720a066175ee0457bf0ef87f60371ab116f22604614ffbfcc0b5,2006,R17,PA,SW,Football Park,0,-27,-41,-54,14,-3,10,1,-4,6,-7,12,-12,7,-33,-9,-9,-6,19,-2
38fca506e915d5354fa670832851d29be11bfec060209a41e72a48b6a841abd1,2006,R17,NM,GE,Manuka Oval,1,50,48,43,2,-9,9,12,-2,-2,-9,2,-2,12,38,-3,3,5,41,3
76d8f268045d14ab73003dfbdd9f3f32179fc2a5e81eb34166f36705e30500d1,2006,R17,CA,FR,Docklands,0,21,4,18,17,10,2,11,-14,1,-1,-1,1,5,20,8,-6,3,6,-8
c8e552782e657833537eb31cf47751a67af911b288e9180bb000a0190853a431,2006,R17,ME,WB,M.C.G.,1,67,33,11,34,1,-14,19,-10,4,6,3,-3,37,31,7,1,-13,-29,4
524186cec22afdf12d6ecd4b491e3b279a388778c94218b1dc0aa1e9fed1acc9,2006,R18,SK,WC,Docklands,0,-90,-20,4,-70,-6,-2,1,-1,-14,-5,7,-7,-29,-64,1,0,2,4,-6
4b79ce1de8b896cd34c829dac72c8a95831ff1ddfc77c09379c43dfbcb195af1,2006,R18,CA,ME,Docklands,1,-1,31,40,-32,4,4,13,-11,-11,-1,-5,5,-17,12,7,-3,-1,9,0
3ec3337a7cb2116a2d05bade9bb6fcb85934828544f64219c191b19998c0cdae,2006,R18,RI,WB,M.C.G.,0,14,14,14,0,3,5,9,-13,-2,1,-3,3,18,2,13,-1,0,-43,-7
9105ee3c044629a74b65edd345eb506a37d9d0daf50292084277585abf8ab596,2006,R18,SW,ES,S.C.G.,1,31,40,6,-9,32,0,-3,13,13,3,-1,1,33,0,2,7,7,-1,3
8e8a90dac54ee0b2e4c0cea074a2571180fe4138ccd91a9a57cf2eeb141ad04e,2006,R18,AD,CW,Football Park,1,-19,8,16,-27,13,8,-4,12,1,-2,-9,9,-16,2,-3,4,-2,1,-3
b87fa47858238d868f323505ad9838242e83e5dd1ba889af3f3bc233668ead21,2006,R18,BL,GE,Gabba,0,-97,-67,-57,-30,-7,20,-1,-5,0,8,1,-1,-16,-90,-2,-12,24,22,5
e60cb9a657193885071a76ca5c44ca3dfabbf6fa4ab9374684fbac29342f3bec,2006,R18,NM,PA,Docklands,1,78,37,30,41,-11,1,8,1,9,-1,8,-8,19,70,3,7,7,-12,4
d695e1d2ddf756deb33dec5091292c7602663b08ba25ce30ec263c294ce27960,2006,R18,FR,HW,Subiaco,1,40,43,21,-3,6,2,-7,17,15,-3,5,-4,17,22,7,8,15,-4,0
532eed4d5f4511df834c1d1b83ffac379350bf2dfbb85e27be671465d2849d43,2006,R19,ES,CW,M.C.G.,1,25,9,22,16,-8,5,-2,5,4,-4,-6,6,-14,39,3,4,9,-11,-1
97b900ffde6cc5709299185b8f717a1e4565a95860cccdb7d9194b4ff2db680d,2006,R19,ME,SW,M.C.G.,0,-45,-59,-46,14,-22,16,4,-15,-3,1,5,-5,-17,-33,-2,-10,16,-14,-2
fa0084cdcbd0f40c02f7ff3017ab30dcf2135452b2e375ba5d52919d266c395f,2006,R19,WC,NM,Subiaco,1,64,-1,-7,65,5,9,-4,9,1,1,-4,3,20,51,6,11,20,3,3
440c51bad3ee426edc2ca532ee597e19d48036f10f2f4da305eaee928c839f36,2006,R19,RI,BL,Docklands,1,20,16,-1,4,21,11,6,9,6,0,4,-4,25,1,5,13,-3,14,5
bcab0507c1b9b9eafb23f1d8a96117463d0de168b3465caef45e6dfce11edba3,2006,R19,WB,PA,Marrara Oval,0,-14,7,29,-21,2,4,20,-13,-18,-7,1,-1,-31,13,-2,-1,-3,12,2
ce8c31fa9c088b54c34a2455319af00a7404aba62851e68dcf5630385ceb4c8d,2006,R19,AD,FR,Football Park,0,-39,-30,-29,-9,9,5,-7,-3,3,-10,6,-6,-2,-30,-4,-2,5,3,-2
614f84c68fde1b89b6dc4e5842704e15c4e7fd910180b82db304bf05d493c0b4,2006,R19,HW,CA,M.C.G.,1,18,-8,18,26,0,-13,-4,5,2,-6,-9,9,-4,27,3,3,-15,-8,2
e5f4e11c2a25e3e947b30d729ce49618a18d2e4aee7786c904e30a3e8dbc4f3d,2006,R19,GE,SK,Docklands,0,24,-20,-26,44,12,-5,-7,3,0,1,0,0,7,19,-4,5,-10,-15,1
b9d88fa71b49a19268c5e7d441d0e6df18b783af4a36b49d0c37f01e3aad0453,2006,R20,PA,CW,Football Park,0,-6,-3,-18,-3,11,-17,8,-6,11,0,0,0,18,-20,0,-2,17,6,-2
d364d7e79bfe671e07fa7039f39f4f0e9cd74d6b7ce77431f134b14230e9e68e,2006,R20,WB,AD,M.C.G.,1,-14,-3,-10,-11,-6,6,-8,4,-9,-2,5,-5,2,-22,0,-3,10,15,0
781437379e5b66088d6e7ebb03ece83e360835c82c582f806cfffc323ef5474a,2006,R20,GE,SW,Kardinia Park,1,20,24,28,-4,-7,-16,-2,8,-4,-15,8,-8,-2,14,-1,10,11,-10,3
4793596c5e7a7cf8e88edebc436e9a7f25803438bc1bc5b2d3f218a38e48feed,2006,R20,ES,HW,Docklands,0,-50,-27,-49,-23,2,6,-8,0,11,-2,2,-2,10,-64,6,6,6,-18,1
6236b59453eb47189ad30d1849c6b188e83e73152f0d5fbce2235ed7cdb6b4d9,2006,R20,FR,SK,Subiaco,1,55,45,32,10,27,-9,2,5,6,-5,-6,5,20,34,4,3,-15,-17,9
261565db2930703d9ee694a6dc071cd70196d0d521ec0035b28e3ae53e99de35,2006,R20,BL,WC,Gabba,0,-114,-33,-10,-81,-9,14,15,-23,-3,13,-11,11,-38,-74,-3,-11,11,3,-9
9ecf54224e36f4d6a02164b8f5b7092a975f1e049951818551f342474491bac0,2006,R20,CA,RI,Docklands,0,-20,7,16,-27,7,-1,6,-10,-9,4,-4,4,-19,2,-2,-11,13,-7,-2
4a8ac3799e2a3fe54d4af8901af1ae05eb72a864be61b5de64ec91724a2b9411,2006,R20,NM,ME,M.C.G.,0,-89,-23,-19,-66,-10,-5,1,-6,-8,8,2,-2,-15,-75,-1,-11,5,9,-6
700383cadd40853849b052791c8ac7486756e66930804bd9b4c5ce316c6ee99b,2006,R21,WB,SK,Docklands,0,-53,-15,-18,-38,10,2,-4,-10,0,-8,0,0,-11,-43,-11,-6,-22,-14,-4
1193a5716c7f1b778ff3084125876043d4b23bc52d58e07087d726cc86d0998c,2006,R21,HW,NM,York Park,1,25,21,25,4,0,-7,-7,10,-11,-2,-4,4,1,27,4,0,-2,8,-1
17dc3993bee0a09c167403f4e42cb9762559338547aac5dce78e275c686575a6,2006,R21,RI,ES,M.C.G.,1,-15,22,37,-37,0,8,9,-4,-13,4,-5,5,-13,-3,7,9,-3,-10,-2
bb895f99bf4e76ee7682e66bb4fca5600bf7f679bb2b6fd5c05bc9bcc835a46d,2006,R21,SW,BL,Stadium Australia,1,-30,4,-17,-34,35,5,-15,20,13,-10,1,-1,1,-38,6,2,0,-4,5
6aa39dcbeb94b7bf7e1d40957da2dfe0d81d1a57aaf3c52c589dff82daf77645,2006,R21,PA,AD,Football Park,1,-33,-20,-20,-13,0,-21,16,-11,-5,-16,8,-8,-8,-28,0,-4,-13,1,-3
b9852c5e07aa87f9f9b14869f85e16d2ff7b99f575abfabc1f7e4866ca9036b7,2006,R21,CW,CA,M.C.G.,1,33,30,28,3,-7,1,0,5,-1,-7,7,-7,-14,40,-5,4,17,-8,3
0fec64bbee0b0a95077247bf940cce46d1dc813d55721fbef8794828a82b2634,2006,R21,WC,FR,Subiaco,0,-15,-10,-26,-5,-3,-6,-15,-1,3,-13,9,-9,6,-32,-1,-10,-9,-17,-7
bdebc7af0c7a64105c1758780b8f8cc279917b5e73618abba076f5aececcc65e,2006,R22,WB,ES,Docklands,1,4,27,28,-23,16,7,0,5,3,3,-3,3,0,8,-1,15,2,26,11
9c3aacdfb65c5d3aa11c1ad3802ed2ef412f20c3f0910d1473a7e8195b082638,2006,R22,RI,WC,M.C.G.,0,-89,-68,-23,-21,-8,-15,-4,-11,-5,11,-10,10,-29,-59,6,-6,0,8,-7
0cfbbb047545e5ff103350f0e5b7b9b6d5e570e18f1e6698c0ba47b95995303e,2006,R22,AD,ME,Football Park,1,-6,13,2,-19,9,17,-15,25,-1,-1,-4,4,14,-21,7,6,13,-3,8
74a302eca7037d8f16ea6c6a3e58b7b18edb1c0c194e970cc2b11f638f381d34,2006,R22,BL,SK,Gabba,0,-44,-41,-21,-3,-6,2,7,-19,-3,15,-6,6,-9,-30,-4,-6,19,-3,-5
249625d694e311a7dd718b808dbe68418601d9ffbc81c6b8a7bcebb8eb973577,2006,R22,FR,PA,Subiaco,1,98,65,44,33,1,2,1,16,0,4,5,-5,29,67,12,15,0,10,2
e26a6933aff457835d4bd01876255bc5bc0972ea36caaefb8c52c543670e4a01,2006,R22,SW,CA,S.C.G.,1,61,33,25,28,5,5,-1,14,5,11,-6,6,9,57,11,14,4,-4,13
b38800e6fb3efd6676918174a0587685bb9471460935cbc5dc3f99b91d2e5648,2006,R22,CW,NM,M.C.G.,1,37,69,34,-32,-4,7,-3,15,-2,-3,-4,4,5,28,1,15,-10,16,12
770b865cf80348940aa530d53b8b5a703ce387b8c4a908cd5a93985a67040ad5,2006,R22,HW,GE,Docklands,1,72,43,26,29,-7,2,-1,20,7,-9,2,-2,9,68,1,1,-8,26,7
d296e7d025659a04df4969c9a5f62846d9e6032fa3d87d702ca5700324a58242,2006,EF,SK,ME,M.C.G.,0,-37,-12,6,-25,-17,1,-4,0,-5,3,-4,3,-22,-14,-1,3,-7,-6,2
46b74697829939bfc662acfcf44db469af64d47ac58639b90d725031a4cf3fe1,2006,QF,AD,FR,Football Park,1,59,60,19,-1,-6,-9,-13,17,14,-8,11,-11,30,23,5,8,1,-7,2
8ab79cc1b4a173433c2b2e99ff363563bb7805c49727d186f5fd2058086790e6,2006,QF,WC,SW,Subiaco,0,52,-10,-33,62,15,5,3,6,7,-9,7,-7,33,19,-7,-5,14,-6,-1
8c617ac84027eb76659e4da1873df728334697371af4ea80ebbcb0b301b996ba,2006,EF,CW,WB,M.C.G.,0,-60,-20,2,-40,-5,16,6,-12,-8,-2,-2,2,-20,-40,0,1,-3,-8,-4
98f0e8763fc7b23432cf1415bb69e192ade8ea779c532de19ddbb2c305d70744,2006,SF,FR,ME,Subiaco,1,60,11,2,49,12,-5,-17,18,10,1,-1,1,25,44,5,0,-5,-4,0
1ac4bd1c6712364d0a4092edc46c479848977372b4ab1c1b3053c7f7853d71fb,2006,SF,WC,WB,Subiaco,1,111,51,22,60,6,5,-28,37,10,-26,15,-16,53,76,2,15,10,-17,6
1324ab23383539ad21369a770e609c228746b4242ef7a5e23c0ec6ad4d1a25b8,2006,PF,SW,FR,Stadium Australia,1,50,33,3,17,-14,3,-6,11,7,9,-6,6,10,36,-3,13,1,8,5
b0b5effa51716611ad2a484346650541431f370cbfe0ba84bf9c82c55d5622b8,2006,PF,AD,WC,Football Park,0,-81,2,13,-83,9,25,11,-9,-1,5,-1,1,-17,-64,1,-10,1,-2,-4
88be4a8690a96dd26c9250fad028c53921249314757e512a15607a314930e753,2006,GF,WC,SW,M.C.G.,1,94,30,23,64,18,-16,8,-3,8,-5,-1,1,11,93,-5,5,22,17,-3
71713e0709a5b82c6a9e10a8b500b39cbd500d364db0492e4ad3bdd50daafb7f,2007,R01,ME,SK,M.C.G.,0,-22,-50,-42,28,3,-11,14,-23,-2,8,-11,11,-5,-16,-2,-15,19,6,-2
e1a7bea22d1d063c8ccf48fa7d1036625d2cf664adc2a5af61f77728802954b7,2007,R01,NM,CW,M.C.G.,0,-39,-56,-59,17,0,-14,-15,7,5,-17,1,-1,5,-47,-8,1,1,-5,1
7294a4660cba27bbe4965990f766c25267f84b736ceaf8d4065084d8ef950678,2007,R01,FR,PA,Subiaco,0,36,-11,-7,47,9,-9,1,-5,-3,1,-5,5,3,37,-8,-3,-12,-5,-2
964282f0cb8741decdcba2d65b4265d33546267a7f3eba3d17657b9ca10d4c74,2007,R01,BL,HW,Gabba,1,17,-15,-20,32,5,-7,-8,11,7,3,-2,2,7,9,1,6,28,1,2
0dd4337422d01b49236a0f329012a1f570a421e6693b6f1db4a6630990f017fe,2007,R01,SW,WC,Stadium Australia,0,-10,31,19,-41,10,-5,-21,20,0,0,-8,8,-10,1,-1,4,-2,4,-3
5014e0a7ee4ef4441c900546837c1d50aca4b01eef783ab3d582da32e897609f,2007,R01,AD,ES,Football Park,0,-35,-77,-77,42,1,2,-11,7,-4,-6,1,-1,-4,-33,-10,-5,4,10,-6
f0cd0230803c22887398f2f0b8146e6100477d0338f17400f435b9a9f756997e,2007,R01,WB,GE,Docklands,1,74,42,29,32,-20,19,8,-3,-7,-2,2,-2,13,59,-2,-1,4,11,-1
1ba99179eb8f72a864e28dac3ee21cd765af89e2ef6a1a522dc16c084191bd3c,2007,R01,CA,RI,M.C.G.,1,-70,-19,-50,-51,22,15,-13,19,9,-15,8,-8,15,-90,1,-5,-4,1,-1
f0a4597a4068b28f19674398bd32ca4fb8c47b55b5b64189ce9bef567aa98411,2007,R02,BL,SK,Gabba,1,28,12,-15,16,0,22,3,3,15,-9,7,-7,23,3,3,-1,34,10,3
d58b636e3a7a28ecd802b1087a55da8f61aa4f550aec9af988376bd689b9930e,2007,R02,RI,SW,M.C.G.,0,-74,-81,-57,7,-31,-15,7,-9,2,7,-1,1,-2,-61,-10,-6,-9,11,1
9f4b700e738a55b9d0f26ff669585028e66c7aa778c68cc2d3c1a046f91a5846,2007,R02,GE,CA,Docklands,1,90,37,35,53,27,1,-4,18,-5,-3,2,-2,14,84,3,17,0,0,11
aa9a9ff16c53cabc7a53ee37b412f6c961ad16c8e928031b4694ee9b5c732955,2007,R02,WC,CW,Subiaco,1,112,13,7,99,-10,-8,-9,10,3,-20,13,-13,16,105,-5,3,3,0,2
24118245a33ca5ca0af05eea5b9a42f65b3ac53bfebba419d8d51c606c247885,2007,R02,PA,NM,Football Park,1,24,4,9,20,10,5,-8,14,3,-3,-3,3,6,21,-2,3,13,9,5
69c47455930d7481999cd74ef98fa859fecae713f8327c8343726398ad7ece43,2007,R02,ES,FR,Docklands,1,-12,16,21,-28,-28,18,6,0,-7,-15,4,-5,-20,-1,-4,-2,8,10,1
d6f16b5dff3a16b8235e3496e7f2f93c201b49a1193224491b7a65f550948175,2007,R02,WB,AD,M.C.G.,0,-51,-60,-27,9,-3,25,6,-11,-2,6,0,0,-35,-14,-7,-14,0,13,-10
ea95e5cb776c2cf4451bef461570eb35a51dae4dc6c81513521acef6e914852b,2007,R02,HW,ME,M.C.G.,1,21,0,-1,21,2,-22,0,5,7,-8,7,-7,9,10,3,0,1,-4,2
bfb0fb2c44dbfc207731698163368f919836353e429b212be374fce3ffc77ee6,2007,R03,CW,RI,M.C.G.,1,50,37,24,13,-5,-5,-2,8,0,-7,-1,1,24,30,-3,3,-17,2,1
f353466642e532693a0cd1302421675ca9f59b7cf1edadb600eed8309a9a1e00,2007,R03,CA,ES,M.C.G.,1,-52,-34,-19,-18,2,10,-2,3,1,12,-10,10,7,-50,2,1,0,-3,2
261ca22f65cc5377946d7945c2df22e2c515fbc1f9438fddf7823af8c26e05db,2007,R03,PA,AD,Football Park,0,-25,-23,-32,-2,10,0,-7,4,4,-8,10,-10,0,-31,-4,-12,6,10,-7
99c0eed43c9427303fe68b38492fb2f706968bd54436d6c18da3a6d8cfe56369,2007,R03,SK,WB,Docklands,1,35,22,9,13,-9,-9,3,7,4,2,0,0,29,6,8,11,-14,21,5
98bc71fe7ca007eb02a7e5dee3aa00150c3c6cf69e095a4905b2596b54dbd2bf,2007,R03,FR,WC,Subiaco,0,-104,-10,10,-94,6,8,-3,-2,-7,0,-2,1,-25,-83,-2,-3,-1,6,-2
29d866dea54e4584d9f924720d125d412e08247282426bc3224e9990ea09967e,2007,R03,SW,BL,S.C.G.,1,121,44,31,77,14,-5,-6,15,6,16,1,-1,24,98,5,10,9,-5,5
a26236ba2e9f28f88ae5fe77aa2a1f0664262d4574f169b0518e25ecbccfb0a8,2007,R03,ME,GE,M.C.G.,0,-27,-14,-19,-13,3,8,13,-18,11,6,5,-5,-5,-30,-3,-9,-16,-8,-5
c7a4613c069804d0981c3ef7d8693305450d494c379e82021b633902561c2db7,2007,R03,NM,HW,Docklands,0,-57,-34,-19,-23,-2,-4,5,-10,6,-11,6,-6,-9,-45,-2,2,-2,-8,0
64e675b5cd496d9ef0964a7c0f48970ab7190c67392edd3dbf9a6c49e237c68b,2007,R04,RI,WB,M.C.G.,0,56,5,-7,51,5,-10,-1,0,5,-3,7,-7,29,23,0,0,-2,-31,-6
8adab0b8b71fb42733df6201e26c9a7bccc9b2bd5c4285f357cfab93b3f12829,2007,R04,CW,PA,M.C.G.,0,-7,0,10,-7,-16,11,-2,-1,-22,2,-2,1,-28,28,-2,3,7,5,-1
49310febd4497144af29ef124b6136cdead7ad8e4a0205653ec0ff66c8e90774,2007,R04,SK,ES,Docklands,0,-14,-38,-25,24,11,-19,-17,11,-1,-2,3,-3,6,-18,6,3,-6,9,-2
edccd7ff22c42d32853903d0da757dbd821578f743ef5c2a7cf790fb248bd91a,2007,R04,NM,BL,Carrara,1,36,41,2,-5,-6,9,1,6,14,-3,4,-4,29,-1,1,-3,-24,-3,2
8a89842d2311e4464d8a975a6d67266613ec4bc2ac16f1afb9d30a3b780f4621,2007,R04,AD,SW,Football Park,1,-4,13,8,-17,2,-2,1,-3,-7,-5,3,-3,12,-10,3,-5,1,3,-2
d8b32103ce7d8a8bf56afd1516c79a3b3385eef2dd47cad073f0ab8bc243be16,2007,R04,HW,GE,York Park,1,-43,9,14,-52,4,-8,-3,1,4,11,-8,9,-17,-20,-4,-4,-9,-7,-1
ad44879e5f7021cbe10b1af5524fe6a5edca4e5156c4a8115af602dbee15825d,2007,R04,ME,FR,M.C.G.,0,-30,-29,-33,-1,-7,6,3,-8,-8,-10,7,-7,0,-31,-5,-16,1,20,-12
2d1e321b413328c3b1590772074d0ada63aca9266020f5f4cb3ca3ae17e7c8cf,2007,R04,WC,CA,Subiaco,1,176,59,33,117,6,-6,-3,14,-2,-3,7,-7,47,133,10,7,12,-4,9
1948eddf56b9728a6b1bb6c870cd7ca285412323adb47933368a60273be9d61b,2007,R05,ES,CW,M.C.G.,0,-23,-29,-36,6,-4,-9,12,-16,4,0,-10,10,-6,-26,3,-9,-8,-3,-4
e51975e5fba2469cabbeb05c5b653380099e1ed81a2fdc2ce200464f634e2771,2007,R05,PA,SK,Football Park,1,36,46,43,-10,11,16,-15,22,-5,-17,6,-7,-9,33,3,2,7,2,5
ba58c967e50c7d51a500999004be9aa7fb6691dc3cc6d3eba8dffefc705e2ba7,2007,R05,RI,WC,M.C.G.,0,-86,-21,14,-65,-11,13,11,-17,-20,23,-16,16,-27,-60,8,-4,4,9,-5
73b4b2aa7a25a26f5a50b9fd158d25018cdce3e869d6cb01b28fe0d93f0250c2,2007,R05,CA,BL,Docklands,0,-9,-2,-14,-7,4,-7,-5,3,3,2,0,-1,3,-15,-1,-5,-9,8,-13
2dcc811a497e7dc37a32df53d0d03c17d9261564478e884a5499e959d1dc9db5,2007,R05,SW,ME,S.C.G.,1,17,21,18,-4,28,-12,5,4,10,5,-2,2,-6,23,2,6,-5,8,8
91e4ea6313d5a239113e09b48abfde7394f2bb7e88d8092127de499fdef3fa6d,2007,R05,HW,WB,M.C.G.,0,32,5,5,27,11,18,-5,2,19,-10,14,-13,15,22,0,-7,-7,-7,-5
0a73a0719733991dff0364979d83c32257e49994b02fa598214db0a232a0b019,2007,R05,GE,NM,Kardinia Park,0,0,-21,0,21,-4,6,6,-6,1,5,3,-3,-16,16,0,11,8,1,-2
374fbc815a2eb43af6077dc339b49ba7fdba4a2cd1758632b1cc81cb83f04707,2007,R05,FR,AD,Subiaco,1,35,28,-1,7,-4,4,-5,4,7,-11,12,-12,11,13,0,-1,20,-6,-1
e435e2aa0231b11bdb8ae55e4b7cf31c8efb874bc489b75d17079cc34f4516b9,2007,R06,SK,CA,Docklands,1,63,59,51,4,-1,-2,-1,8,-2,0,1,-1,4,61,-2,16,-23,-11,5
08ce4b0089c1a630266f1c6a16a13541a6f4811f890ef189e437c3849819f6e8,2007,R06,ES,HW,M.C.G.,0,38,14,9,24,-18,1,11,-17,17,-2,5,-6,9,28,-2,-10,2,-1,-5
307d1060222a04f94a5b53506937462dc41caf4f103c9aabf55977288012c62c,2007,R06,WC,WB,Subiaco,1,62,10,-26,52,-1,-1,-20,19,14,-19,14,-13,44,26,1,2,-16,-24,-1
909026eabe1e556ecf35a5fb94ae733bb13da2fe75e4c6786ed0d45b567b8573,2007,R06,NM,SW,Docklands,1,-6,1,-33,-7,-18,2,-2,5,-3,-12,2,-2,9,-21,-2,-7,-1,14,-2
7ff301ebe4c102d2736be7b34f44d549ab95e0a63f80644fc682f13cfbf2b84f,2007,R06,AD,CW,Football Park,0,-50,-71,-40,21,4,-5,2,-8,4,5,-7,7,0,-40,-4,-10,-21,-22,-5
60103f9594936fc84e80055c5cb71eeb080b4d2959198a699856bef41116b84b,2007,R06,BL,FR,Gabba,1,37,17,6,20,1,1,-14,19,10,2,2,-2,25,26,1,6,21,8,5
4381af100e85d680462ef00f213d8f9dcd6519521e00baef365a843a7902f164,2007,R06,ME,PA,M.C.G.,0,67,35,19,32,4,14,-4,6,6,14,-4,4,9,55,-2,-5,16,-9,0
037a403cb25ac31c1bf873328dac1024db442a35787d223dd455b139dd7ef416,2007,R06,RI,GE,Docklands,0,-124,-65,-36,-59,-16,2,-3,-16,-11,8,-2,1,-24,-94,0,-17,-26,8,-20
9ef24539a57095066507f918824343aecea17743ddb59640dadd1609e8cd94b9,2007,R07,NM,ES,Docklands,1,-16,-40,-48,24,10,-14,-2,0,14,-7,0,0,-1,-13,-6,-13,6,2,3
a7a1507b951a4c29dc4666eb4609524451b73605e07a49a6c5b70baaaa053177,2007,R07,CW,CA,M.C.G.,1,14,25,23,-11,10,6,1,7,-8,3,8,-8,4,11,1,6,19,-1,4
d582943bd1c4d0cebb6b8dfdacdc9a1ff913e2a599ecb4dbc670a433ff3dc743,2007,R07,PA,RI,Football Park,1,-11,-26,-41,15,18,-4,-1,5,3,-7,4,-5,26,-39,3,2,-3,1,6
2a7e9fabfdb6ff41f862c4bad87ebfce2c67e732ca0d2c2bb9c77a1ebc3173ad,2007,R07,BL,AD,Gabba,0,-56,-29,-41,-27,5,-13,-8,1,5,2,13,-13,12,-67,-4,-2,23,13,-2
e1ba742d0804c6d6a38248bdf6807ceffea5259dfcaed209c3ef9dc9be58ae8a,2007,R07,SK,SW,Docklands,1,11,29,27,-18,-7,16,-3,5,-3,-18,13,-13,10,1,5,-3,9,4,1
5b16e932bcb879c3ef9ccee82ba8e802823d30dfd62bf39e0bd7239b21288e28,2007,R07,GE,WC,Kardinia Park,1,14,2,-17,12,8,0,-8,16,11,-6,8,-7,13,1,-2,3,9,9,2
4f6a23a384066e4020ef3d2a8ee7e1775a7906d152c62ef592be9acb574480fd,2007,R07,WB,ME,Docklands,1,-27,-23,-38,-4,2,13,-3,5,2,-3,1,-1,13,-42,9,0,13,19,1
25fd45c96c054b00f723589470a2eae686fd1809898c9a8357e10f79b8fd3999,2007,R07,FR,HW,Subiaco,1,27,8,1,19,10,-5,2,1,7,3,3,-3,19,9,4,-8,5,-14,-3
